id,condition,type,product,store,online_shopping_1,online_shopping_2,online_shopping_3,popular_products_1,popular_products_2,popular_products_3,popular_products_4,popular_products_5,popular_products_6,attitude_1,attitude_2,attitude_3,attitude_4,attitude_5,attitude_6,attitude_7,attitude_8,attitude_9,store_familiarity_1,store_familiarity_2,store_familiarity_3,fomo_1,fomo_2,fomo_3,fomo_4,fomo_5,fomo_6,fomo_7,fomo_8,truth_1,truth_2,truth_3,truth_4,truth_5,truth_6,insta_attitude_1,insta_attitude_2,insta_attitude_3,insta_attitude_4,insta_attitude_5,insta_attitude_6,participation_1,participation_2,participation_3,participation_4,participation_5,participation_6,age,gender,race,education,income
9240,priming,hedonic,house plant,IKEA,7,1,7,4,4,4,4,2,4,4,4,4,4,6,6,4,4,6,5,4,5,5,5,3,4,5,5,3,3,3,3,3,3,3,3,3,2,5,2,2,5,4,4,4,4,2,4,22,Female,Caucasian,Some college but no degree,"10,000 USD - 49,999 USD"
9328,no priming,utilitarian,house plant,IKEA,5,5,5,4,4,3,3,2,2,4,4,4,4,4,4,4,4,4,5,2,2,3,3,5,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,2,2,2,3,3,3,22,Female,Caucasian,Some college but no degree,"10,000 USD - 49,999 USD"
9332,no priming,utilitarian,house plant,IKEA,1,5,2,2,2,4,4,3,7,2,2,4,3,6,6,3,5,1,1,3,3,1,1,1,6,6,6,6,6,2,3,3,2,7,5,7,6,6,2,2,6,1,2,5,1,5,1,20,Female,Caucasian,Some college but no degree,"10,000 USD - 49,999 USD"
9377,no priming,hedonic,house plant,IKEA,2,6,5,5,6,4,4,5,4,4,4,3,4,5,5,4,3,5,7,1,7,4,3,3,3,2,2,4,4,2,2,2,4,2,2,4,4,4,4,4,4,1,1,1,1,1,1,20,Female,Caucasian,Some college but no degree,"10,000 USD - 49,999 USD"
9611,priming,utilitarian,house plant,The Home Depot,6,6,6,4,4,5,3,3,3,1,1,1,1,2,1,1,1,3,7,2,2,6,6,2,6,2,3,6,6,1,1,1,3,1,1,2,2,2,2,2,2,1,1,1,1,1,1,18,Female,Caucasian,Some college but no degree,"10,000 USD - 49,999 USD"
9630,no priming,utilitarian,house plant,The Home Depot,5,3,6,4,4,3,3,5,5,3,5,2,6,6,6,2,1,6,6,6,4,2,5,6,2,2,2,4,2,3,5,4,5,5,5,5,6,5,3,6,2,4,4,2,4,2,5,19,Female,Black or African American,Some college but no degree,"10,000 USD - 49,999 USD"
9673,priming,utilitarian,house plant,The Home Depot,4,5,4,5,4,4,5,5,4,6,6,6,5,6,6,6,6,6,6,4,4,3,3,3,3,4,4,4,4,4,4,5,4,4,5,5,5,5,4,4,4,2,2,2,2,3,3,25,Female,Caucasian,Some college but no degree,"10,000 USD - 49,999 USD"
9712,no priming,utilitarian,house plant,The Home Depot,6,7,6,4,6,5,6,5,5,6,6,7,4,5,5,6,3,5,6,6,5,2,3,3,2,4,3,2,2,2,3,4,4,5,5,4,5,5,5,3,4,5,5,4,5,2,6,24,Male,Hispanic,Some college but no degree,"10,000 USD - 49,999 USD"
9725,priming,hedonic,house plant,The Home Depot,5,7,6,5,5,6,5,5,6,3,4,4,4,4,4,4,4,6,5,5,5,5,5,5,4,5,5,3,4,3,5,5,4,3,3,6,5,5,5,5,6,2,2,3,5,3,5,19,Female,Asian,Some college but no degree,"10,000 USD - 49,999 USD"
9729,no priming,hedonic,house plant,The Home Depot,6,5,6,5,5,4,6,6,5,6,6,5,4,5,6,5,5,4,6,5,6,2,5,2,2,2,5,5,2,5,5,6,5,4,5,6,7,6,5,7,7,5,3,5,5,5,4,20,Male,Black or African American,Some college but no degree,"10,000 USD - 49,999 USD"
9961,priming,utilitarian,house plant,IKEA,7,6,6,4,2,2,2,2,2,4,4,6,5,4,4,5,5,5,7,5,5,4,4,4,3,3,3,6,6,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,30,Male,Caucasian,Some college but no degree,"10,000 USD - 49,999 USD"
9989,no priming,utilitarian,house plant,IKEA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,4,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,23,Female,Caucasian,Some college but no degree,"10,000 USD - 49,999 USD"
4394,priming,utilitarian,wall clock,IKEA,1,7,7,7,7,7,7,7,7,3,5,5,7,3,4,5,7,5,7,7,7,4,5,5,2,1,1,1,3,7,7,7,7,7,7,6,7,7,7,7,6,6,1,6,6,3,6,25,Female,Black or African American,Associate degree,"10,000 USD - 49,999 USD"
4350,priming,hedonic,wall clock,IKEA,5,3,3,3,3,2,4,4,3,4,4,5,4,6,6,5,3,5,3,4,3,3,1,5,5,2,5,7,3,4,5,4,5,4,4,3,3,4,3,4,4,2,2,2,2,3,3,32,Male,Other,Associate degree,"10,000 USD - 49,999 USD"
4599,no priming,hedonic,wall clock,IKEA,6,6,6,6,6,5,6,6,3,2,2,7,6,3,5,4,1,3,6,6,6,6,2,6,6,2,2,6,2,6,6,6,5,3,6,6,6,3,2,3,5,5,4,6,5,5,2,21,Female,Caucasian,Associate degree,"10,000 USD - 49,999 USD"
1850,no priming,hedonic,wall clock,The Home Depot,7,7,7,5,5,4,4,6,5,5,5,7,7,7,5,4,1,5,7,7,7,2,6,5,6,2,2,5,5,3,2,5,3,4,3,6,5,6,2,6,6,4,5,4,5,5,3,33,Male,Mixed,Associate degree,"10,000 USD - 49,999 USD"
3742,priming,hedonic,wall clock,IKEA,7,7,7,5,6,3,5,5,5,5,5,5,6,4,6,6,6,5,4,6,6,1,4,1,1,1,1,5,3,3,4,4,5,5,5,5,6,6,6,6,6,1,2,1,1,2,3,22,Female,Hispanic,Associate degree,"10,000 USD - 49,999 USD"
1056,priming,utilitarian,wall clock,The Home Depot,5,5,5,5,5,4,4,4,4,5,4,4,5,5,4,4,4,3,6,5,6,3,6,3,3,1,2,3,3,6,4,5,5,5,5,4,4,5,5,4,6,3,2,3,3,2,3,28,Male,Caucasian,Associate degree,"10,000 USD - 49,999 USD"
2212,priming,hedonic,wall clock,The Home Depot,7,7,7,4,4,4,4,4,4,4,4,7,4,5,6,4,4,5,7,4,5,5,2,6,3,2,5,7,7,2,4,3,4,4,3,1,2,4,1,1,1,1,1,1,1,1,1,28,Female,Caucasian,Associate degree,"10,000 USD - 49,999 USD"
2814,no priming,utilitarian,wall clock,IKEA,5,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,6,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,4,25,Female,Hispanic,Associate degree,"10,000 USD - 49,999 USD"
3594,priming,hedonic,wall clock,The Home Depot,6,6,6,2,5,2,4,4,2,5,4,6,4,5,5,5,5,5,6,6,5,2,2,5,5,2,2,2,2,1,2,1,2,2,1,6,4,5,2,4,6,5,3,3,5,4,5,25,Female,Caucasian,Associate degree,"10,000 USD - 49,999 USD"
3756,priming,utilitarian,wall clock,The Home Depot,4,5,5,5,6,4,4,4,6,5,5,6,4,5,4,6,6,4,6,6,6,3,3,4,2,2,2,2,2,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,28,Female,Caucasian,Associate degree,"10,000 USD - 49,999 USD"
4322,priming,utilitarian,wall clock,The Home Depot,5,5,5,5,5,3,3,3,5,6,6,6,6,6,6,6,6,6,4,4,4,1,7,5,3,3,3,7,7,3,4,4,4,3,4,2,4,3,3,4,3,4,2,3,5,5,5,34,Female,Caucasian,Associate degree,"10,000 USD - 49,999 USD"
3943,priming,utilitarian,wall clock,The Home Depot,7,7,3,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,7,7,7,2,7,2,2,2,2,2,2,1,1,1,1,1,1,7,6,7,3,6,6,2,2,2,2,2,2,19,Female,Caucasian,Associate degree,"10,000 USD - 49,999 USD"
3979,no priming,utilitarian,wall clock,IKEA,5,5,5,5,5,4,5,4,5,5,4,5,5,5,5,5,4,4,5,4,4,7,7,7,7,7,7,7,6,4,5,4,5,3,5,7,6,7,7,6,7,2,1,1,3,4,1,31,Female,Caucasian,Associate degree,"10,000 USD - 49,999 USD"
4699,priming,utilitarian,wall clock,IKEA,5,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,7,7,7,7,7,4,3,2,2,3,3,2,26,Female,Caucasian,Associate degree,"10,000 USD - 49,999 USD"
1902,no priming,hedonic,wall clock,IKEA,7,7,7,7,7,7,7,7,7,7,4,7,4,7,7,4,7,7,7,7,7,3,5,7,7,3,3,7,7,5,5,7,5,7,5,7,7,7,5,7,7,6,4,5,6,6,4,32,Female,Caucasian,Associate degree,"10,000 USD - 49,999 USD"
2663,no priming,utilitarian,wall clock,The Home Depot,4,3,2,1,4,5,3,3,5,6,4,6,4,6,5,6,4,3,5,6,6,5,5,3,1,3,2,5,5,4,5,4,7,3,2,3,3,3,3,4,2,3,1,2,5,5,6,27,Male,Caucasian,Associate degree,"10,000 USD - 49,999 USD"
3202,priming,hedonic,wall clock,The Home Depot,6,6,6,4,5,5,5,5,5,2,2,3,3,4,3,3,3,4,1,1,1,2,4,1,3,1,1,4,4,3,4,3,3,4,3,5,3,5,2,2,2,1,1,1,1,1,1,21,Male,Caucasian,Associate degree,"10,000 USD - 49,999 USD"
2439,priming,hedonic,wall clock,The Home Depot,3,3,4,2,2,1,2,1,3,5,5,3,6,4,4,4,5,4,2,2,3,1,4,1,1,4,7,3,7,1,1,1,1,1,1,1,1,2,4,1,6,6,6,6,6,6,6,20,Male,Mixed,Associate degree,"10,000 USD - 49,999 USD"
1704,no priming,utilitarian,wall clock,IKEA,3,3,3,5,5,5,5,4,4,6,6,6,5,6,6,6,6,6,7,4,5,2,2,4,2,2,2,3,3,4,5,4,2,4,5,5,5,5,4,6,6,3,1,1,1,4,4,33,Female,Mixed,Associate degree,"10,000 USD - 49,999 USD"
1864,priming,hedonic,wall clock,The Home Depot,6,7,6,5,6,6,5,5,5,5,4,5,5,5,5,4,3,6,7,6,6,3,5,5,5,2,2,7,7,6,6,6,5,6,6,2,6,3,1,5,6,4,4,5,3,5,4,26,Female,Caucasian,Associate degree,"10,000 USD - 49,999 USD"
2184,priming,utilitarian,wall clock,The Home Depot,4,5,5,6,6,6,6,6,6,3,5,4,5,4,5,4,5,5,3,5,4,5,5,5,6,5,6,3,3,6,6,3,3,4,6,6,6,7,6,6,6,2,4,3,3,2,4,25,Male,Caucasian,Associate degree,"10,000 USD - 49,999 USD"
1120,priming,utilitarian,wall clock,The Home Depot,6,7,7,7,7,7,7,7,7,6,7,6,7,7,7,6,6,7,7,7,7,6,1,7,7,1,6,1,1,5,6,6,6,7,7,6,7,6,7,7,6,6,6,6,6,6,6,33,Male,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
1286,priming,hedonic,wall clock,IKEA,5,6,4,4,4,5,6,4,5,3,4,5,5,5,4,6,4,6,5,6,4,7,5,2,5,7,5,2,5,5,4,5,4,4,6,6,5,4,5,5,4,3,2,2,2,5,4,25,Male,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
3926,priming,utilitarian,wall clock,The Home Depot,6,6,6,4,4,4,4,4,3,6,5,6,6,4,4,5,6,4,3,4,3,5,5,1,5,3,3,5,5,3,3,2,2,2,3,2,4,1,2,2,2,2,1,1,1,3,1,25,Female,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
3635,priming,utilitarian,wall clock,IKEA,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,7,7,7,4,5,4,4,3,5,3,3,5,1,5,5,5,5,6,5,6,6,4,7,3,1,1,1,1,2,30,Female,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
3454,priming,utilitarian,wall clock,IKEA,7,7,7,5,7,2,3,3,5,2,2,5,4,4,3,5,3,4,7,7,7,2,2,2,2,2,2,7,7,6,2,6,5,6,6,3,5,3,5,3,5,2,1,1,1,1,1,25,Female,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
3977,priming,hedonic,wall clock,IKEA,6,7,7,4,6,6,6,3,6,5,5,5,3,4,5,4,5,3,5,4,4,3,6,6,6,6,4,4,4,4,3,3,3,3,6,6,6,7,6,5,6,2,2,2,2,2,2,24,Female,Black or African American,Bachelor's degree,"10,000 USD - 49,999 USD"
1720,priming,utilitarian,wall clock,IKEA,6,7,7,5,4,4,3,3,2,4,4,7,5,5,4,5,4,4,5,6,4,3,3,5,3,3,5,7,5,4,5,5,5,4,5,2,7,3,5,5,6,4,2,3,3,3,5,31,Female,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
1270,no priming,hedonic,wall clock,The Home Depot,5,5,6,3,5,5,5,4,5,5,6,6,6,4,6,6,5,5,6,6,6,7,5,2,2,2,2,2,2,2,5,2,2,3,3,6,1,6,6,6,7,1,1,1,5,6,2,28,Female,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
4716,priming,hedonic,wall clock,IKEA,4,5,5,5,4,4,4,5,4,6,4,4,5,4,5,4,5,6,5,6,5,6,1,1,6,4,7,6,6,5,5,6,6,4,5,5,5,5,5,4,4,3,3,4,4,5,4,26,Male,Black or African American,Bachelor's degree,"10,000 USD - 49,999 USD"
2750,priming,hedonic,wall clock,IKEA,7,6,7,6,6,6,5,6,6,1,4,5,3,2,3,2,3,2,3,4,4,2,6,2,2,2,2,6,6,1,2,4,2,3,2,5,4,6,5,3,5,4,1,1,6,4,1,23,Male,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
3545,priming,hedonic,wall clock,IKEA,6,6,6,6,6,5,5,5,5,5,5,6,6,5,5,5,6,6,7,6,6,2,5,5,2,5,5,6,7,6,6,5,5,5,5,6,6,6,4,5,6,3,2,3,3,5,3,30,Female,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
4635,priming,hedonic,wall clock,IKEA,6,6,6,5,4,4,4,4,5,3,3,2,4,2,2,2,2,3,3,3,3,2,2,6,2,2,2,2,2,3,4,5,4,2,4,6,6,6,5,6,5,2,2,2,2,3,2,32,Female,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
4455,no priming,hedonic,wall clock,The Home Depot,6,3,5,3,5,5,4,3,2,2,1,5,3,4,3,4,3,2,5,6,5,3,5,3,5,5,3,3,7,5,3,5,4,5,5,4,6,6,5,5,4,5,2,2,4,3,5,29,Male,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
3121,no priming,utilitarian,wall clock,The Home Depot,6,5,6,2,4,2,2,3,2,6,6,6,5,4,5,4,5,5,7,6,6,1,6,1,1,1,1,3,1,5,4,5,4,6,5,1,1,1,1,1,2,3,2,1,1,3,2,28,Female,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
2290,priming,utilitarian,wall clock,IKEA,5,5,6,4,5,4,4,5,5,5,5,6,3,6,6,4,7,6,6,6,6,5,2,5,7,2,5,6,5,5,5,4,6,5,5,6,5,5,5,6,5,4,2,4,5,3,5,23,Female,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
2625,no priming,hedonic,wall clock,IKEA,4,6,6,4,6,4,3,4,4,4,4,5,5,3,6,4,4,5,6,6,6,4,2,6,2,2,2,6,6,4,2,3,3,3,4,1,3,1,1,1,1,3,2,2,3,3,4,26,Female,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
1764,priming,utilitarian,wall clock,IKEA,7,7,2,5,4,2,4,2,2,1,1,2,1,4,1,2,2,4,5,1,5,1,6,1,3,1,1,1,1,2,5,5,5,4,3,2,4,3,5,4,5,2,1,2,2,2,3,26,Female,Black or African American,Bachelor's degree,"10,000 USD - 49,999 USD"
4082,no priming,utilitarian,wall clock,IKEA,6,6,6,6,6,6,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,5,7,5,1,3,3,2,2,6,6,6,6,6,6,7,7,7,6,7,6,6,1,6,6,6,6,28,Female,Asian,Bachelor's degree,"10,000 USD - 49,999 USD"
3061,no priming,utilitarian,wall clock,IKEA,7,7,7,5,4,3,4,4,4,4,5,6,6,5,6,5,5,6,6,6,6,3,7,1,4,1,1,7,7,3,4,2,4,2,4,5,4,5,5,5,4,2,2,3,2,4,2,28,Female,Mixed,Bachelor's degree,"10,000 USD - 49,999 USD"
1272,no priming,hedonic,wall clock,The Home Depot,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,4,3,2,32,Male,Asian,Bachelor's degree,"10,000 USD - 49,999 USD"
3664,no priming,utilitarian,wall clock,IKEA,5,7,6,6,6,6,7,5,6,6,5,5,5,7,6,5,5,6,6,6,5,4,4,5,7,3,7,2,2,4,5,7,6,5,4,3,4,5,6,4,3,4,3,5,4,4,4,21,Male,Mixed,Bachelor's degree,"10,000 USD - 49,999 USD"
4052,priming,utilitarian,wall clock,The Home Depot,4,5,4,3,4,4,3,3,5,4,4,5,3,4,4,4,5,4,5,4,5,3,5,1,7,1,1,3,3,3,4,3,3,2,4,5,4,6,6,4,6,3,4,2,4,4,4,24,Female,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
1235,priming,hedonic,wall clock,IKEA,5,5,6,5,5,4,5,4,5,3,3,6,4,3,3,5,2,3,5,5,5,5,5,7,5,4,2,5,6,3,5,3,3,2,3,3,3,2,3,2,6,4,2,4,3,3,2,25,Male,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
2258,priming,hedonic,wall clock,The Home Depot,6,7,5,3,4,3,2,3,2,2,3,6,4,1,3,4,3,2,6,5,5,2,5,5,5,1,2,6,5,5,5,5,3,5,6,7,6,7,5,5,7,2,3,2,3,5,3,29,Female,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
2071,priming,utilitarian,wall clock,The Home Depot,6,5,5,4,4,2,4,2,2,5,4,5,5,5,4,5,6,6,6,6,6,1,5,4,2,1,1,4,4,3,4,4,5,3,4,6,6,6,3,4,4,3,1,4,4,4,5,31,Female,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
3306,priming,hedonic,wall clock,The Home Depot,6,6,6,4,3,3,4,3,3,4,4,5,4,4,5,4,4,4,7,6,5,4,5,3,3,1,1,7,4,4,1,1,1,1,1,1,4,1,1,1,4,3,3,1,1,1,1,30,Female,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
3344,priming,hedonic,wall clock,The Home Depot,3,6,2,6,6,4,6,4,6,7,5,7,6,6,6,4,4,5,7,3,3,2,2,5,5,2,5,5,5,6,4,6,3,5,6,7,4,7,7,3,7,2,1,1,5,1,1,24,Female,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
2567,priming,utilitarian,wall clock,The Home Depot,7,7,7,5,5,5,5,5,6,6,5,6,5,5,5,6,5,4,7,7,7,1,2,4,5,1,1,1,1,6,5,4,5,5,6,5,4,3,2,4,2,2,1,1,4,3,3,35,Male,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
1616,no priming,utilitarian,wall clock,The Home Depot,3,1,5,7,7,5,7,6,7,1,1,1,4,4,4,5,2,4,7,7,7,6,5,2,5,5,6,6,7,2,2,2,3,2,5,5,5,7,6,3,7,1,1,1,4,1,1,23,Female,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
2875,no priming,utilitarian,wall clock,IKEA,6,6,6,3,4,4,3,5,3,4,3,5,4,4,4,4,4,4,5,4,4,2,6,6,4,3,3,4,4,4,4,4,3,2,4,6,5,6,4,6,5,3,3,3,3,3,3,28,Female,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
2599,priming,hedonic,wall clock,The Home Depot,7,7,7,1,1,3,2,2,2,1,1,3,3,2,3,1,3,3,7,7,7,2,4,2,1,1,1,4,1,2,3,2,2,4,3,6,3,6,5,2,5,4,5,3,3,3,4,28,Male,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
1865,priming,hedonic,wall clock,The Home Depot,1,6,4,7,6,6,5,4,6,2,2,6,2,3,2,4,3,3,1,3,1,7,6,7,3,3,5,6,6,3,5,2,5,3,5,6,3,6,5,3,6,2,2,2,2,2,2,28,Male,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
4296,no priming,utilitarian,wall clock,IKEA,7,7,6,5,5,5,4,4,4,5,4,5,5,5,5,5,5,4,7,7,7,5,6,2,5,2,2,2,2,4,5,4,5,4,4,7,4,7,5,4,6,2,2,2,3,2,2,26,Female,Asian,Bachelor's degree,"10,000 USD - 49,999 USD"
3398,no priming,hedonic,wall clock,IKEA,7,7,7,4,4,2,3,3,4,1,6,4,4,4,4,3,4,2,1,1,1,5,5,3,3,5,4,3,2,7,4,4,5,4,4,4,7,4,4,5,7,1,1,2,5,5,4,29,Female,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
3358,no priming,utilitarian,wall clock,The Home Depot,7,7,7,1,1,4,2,1,1,1,1,1,4,1,1,1,1,3,7,7,7,4,4,5,1,1,1,1,1,1,4,2,1,1,3,7,4,6,1,1,5,1,1,2,6,1,6,24,Female,Asian,Bachelor's degree,"10,000 USD - 49,999 USD"
3394,no priming,hedonic,wall clock,The Home Depot,7,6,5,3,4,4,4,4,4,1,1,4,4,4,4,1,1,5,7,7,7,2,3,1,2,2,6,7,7,1,2,2,1,1,2,4,4,2,5,2,5,1,1,1,2,5,3,24,Female,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
3514,priming,utilitarian,wall clock,The Home Depot,6,6,6,7,6,6,5,3,4,4,2,6,6,3,3,4,5,4,5,3,5,6,5,5,6,4,5,6,6,3,3,4,5,2,2,6,7,7,6,6,6,2,2,2,3,2,2,19,Female,Caucasian,Bachelor's degree,"10,000 USD - 49,999 USD"
3724,priming,hedonic,wall clock,The Home Depot,5,5,3,6,7,6,2,6,6,3,5,4,5,4,4,5,4,5,1,1,1,6,6,6,6,1,6,6,7,1,3,2,1,1,1,2,2,1,1,3,5,4,6,1,3,4,3,22,Male,Asian,Doctoral degree,"10,000 USD - 49,999 USD"
3549,no priming,hedonic,wall clock,The Home Depot,6,6,5,4,5,4,4,4,4,6,5,6,6,7,6,6,5,6,7,7,7,5,6,6,6,5,5,5,5,4,4,3,5,4,5,6,5,6,6,4,5,2,2,2,2,3,2,22,Female,Caucasian,High school,"10,000 USD - 49,999 USD"
3675,no priming,hedonic,wall clock,IKEA,5,6,6,2,2,1,2,1,2,5,5,5,5,5,5,5,5,5,1,3,4,3,5,3,6,3,3,6,6,2,5,3,4,1,3,6,4,5,5,6,3,4,2,3,5,2,5,25,Female,Caucasian,High school,"10,000 USD - 49,999 USD"
3634,no priming,utilitarian,wall clock,The Home Depot,5,6,5,6,7,7,7,4,5,4,6,2,6,6,6,6,6,6,4,4,4,2,3,7,5,4,4,5,5,5,5,4,5,5,3,5,4,5,5,5,5,3,4,1,6,6,1,26,Female,Caucasian,High school,"10,000 USD - 49,999 USD"
3674,priming,hedonic,wall clock,The Home Depot,5,6,5,5,6,3,4,6,5,6,6,7,6,7,7,5,4,7,7,6,6,2,1,2,4,1,1,2,2,6,6,6,4,6,6,3,7,3,5,4,6,3,3,2,4,3,3,30,Female,Caucasian,High school,"10,000 USD - 49,999 USD"
2095,priming,hedonic,wall clock,IKEA,7,7,7,5,5,4,5,5,5,1,1,3,1,1,1,4,1,1,2,4,2,1,7,1,4,1,1,1,1,2,5,1,3,1,2,7,7,7,6,1,5,1,1,1,1,6,1,31,Female,Caucasian,High school,"10,000 USD - 49,999 USD"
1067,no priming,utilitarian,wall clock,The Home Depot,6,6,6,4,6,4,3,4,3,6,5,7,5,5,2,5,6,4,7,5,5,5,5,3,5,3,3,5,7,3,5,4,3,2,5,4,5,4,6,6,6,3,2,3,3,4,3,28,Female,Caucasian,High school,"10,000 USD - 49,999 USD"
1293,no priming,utilitarian,wall clock,The Home Depot,5,7,6,4,5,4,4,5,7,7,5,7,5,7,6,7,6,6,6,7,7,4,7,1,4,1,4,7,2,5,5,4,4,5,6,5,5,4,3,5,6,4,1,4,6,5,6,20,Female,Caucasian,High school,"10,000 USD - 49,999 USD"
4863,no priming,hedonic,wall clock,The Home Depot,4,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,4,4,4,1,4,4,6,1,1,1,1,4,5,5,5,6,4,5,4,5,2,5,2,6,1,6,6,6,6,34,Female,Caucasian,High school,"10,000 USD - 49,999 USD"
1384,no priming,utilitarian,wall clock,The Home Depot,7,6,7,4,5,5,5,7,5,5,7,5,6,5,6,6,6,7,5,5,6,6,1,5,6,7,5,7,7,6,5,4,5,4,5,5,4,5,7,3,6,3,1,2,1,4,2,25,Male,Caucasian,High school,"10,000 USD - 49,999 USD"
2141,priming,hedonic,wall clock,The Home Depot,4,6,6,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,4,5,1,1,2,2,4,4,4,4,4,4,5,4,5,4,4,4,5,2,4,5,4,5,25,Female,Caucasian,High school,"10,000 USD - 49,999 USD"
4235,no priming,hedonic,wall clock,The Home Depot,1,1,1,3,3,1,2,3,4,4,4,5,5,5,4,5,4,3,1,1,1,2,6,6,6,3,3,3,3,2,5,4,3,3,4,7,4,6,5,6,7,2,3,2,5,2,4,33,Male,-99,High school,"10,000 USD - 49,999 USD"
4177,priming,utilitarian,wall clock,The Home Depot,4,5,4,4,5,5,5,4,5,4,3,6,5,4,4,4,5,5,5,4,5,4,2,4,5,2,4,4,4,4,5,3,5,5,4,4,6,4,5,5,7,4,4,4,4,3,4,20,Male,Caucasian,High school,"10,000 USD - 49,999 USD"
1937,priming,hedonic,wall clock,IKEA,5,6,5,4,4,4,4,4,4,5,4,5,4,5,5,4,5,5,1,1,1,2,2,1,4,1,1,1,4,2,2,2,4,2,4,1,2,1,1,2,3,3,2,2,2,3,3,29,Male,Caucasian,High school,"10,000 USD - 49,999 USD"
2664,priming,utilitarian,wall clock,The Home Depot,6,6,6,7,6,4,7,7,7,7,6,7,7,4,5,4,7,4,7,5,4,5,6,6,2,1,1,4,1,7,5,4,4,5,6,6,7,7,2,7,7,6,4,5,6,5,6,24,Female,Caucasian,High school,"10,000 USD - 49,999 USD"
4961,priming,utilitarian,wall clock,The Home Depot,7,5,6,6,7,3,4,6,5,4,4,4,4,4,4,4,4,4,4,4,4,2,6,2,2,2,1,1,7,4,5,3,2,4,2,2,1,2,2,4,4,1,3,1,1,1,1,33,Female,Caucasian,High school,"10,000 USD - 49,999 USD"
1324,priming,hedonic,wall clock,The Home Depot,4,3,4,4,4,3,4,4,4,4,4,3,4,3,4,4,5,4,2,4,3,4,4,4,4,4,4,4,1,5,5,4,5,3,5,6,4,5,4,3,6,4,2,4,2,2,2,26,Male,Caucasian,High school,"10,000 USD - 49,999 USD"
2601,priming,utilitarian,wall clock,IKEA,4,7,7,7,7,4,4,4,4,1,1,1,4,4,4,4,1,4,7,7,7,4,3,4,5,5,5,5,5,5,7,7,6,4,6,7,7,7,7,7,7,4,1,6,4,4,6,23,Female,Other,High school,"10,000 USD - 49,999 USD"
2477,no priming,utilitarian,wall clock,IKEA,7,7,7,7,7,6,6,7,7,7,7,6,6,5,7,6,7,6,7,6,6,5,3,7,6,7,5,6,5,5,5,6,5,7,6,6,7,7,6,7,7,4,5,5,6,5,6,21,Male,Black or African American,High school,"10,000 USD - 49,999 USD"
1351,no priming,utilitarian,wall clock,The Home Depot,6,7,7,5,6,5,5,4,5,5,5,7,6,5,4,5,5,6,7,5,4,1,3,2,6,1,1,1,1,3,4,3,4,4,4,5,4,4,3,4,6,1,1,1,3,4,3,21,Female,Hispanic,High school,"10,000 USD - 49,999 USD"
